,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1981-07-08 04:00:00 UTC,26.13,26.25,26.13,26.13,74200,0,1,0.3893272403718,0.39111519555146,0.3893272403718,0.3893272403718,4.1552e+6
1981-07-09 04:00:00 UTC,24.25,24.25,24.12,24.12,146800,0,1,0.36131594255707,0.36131594255707,0.35937899111243,0.35937899111243,8.2208e+6
1981-07-10 04:00:00 UTC,22.37,22.37,22.25,22.25,246300,0,1,0.33330464474233,0.33330464474233,0.33151668956267,0.33151668956267,1.37928e+7
1981-07-13 04:00:00 UTC,22.75,22.87,22.75,22.75,204200,0,1,0.33896650281127,0.34075445799093,0.33896650281127,0.33896650281127,1.14352e+7
1981-07-14 04:00:00 UTC,23.75,24,23.75,23.75,88300,0,1,0.35386612930847,0.35759103593277,0.35386612930847,0.35386612930847,4.9448e+6
1981-07-15 04:00:00 UTC,24.38,24.5,24.38,24.38,48900,0,1,0.3632528940017,0.36504084918137,0.3632528940017,0.3632528940017,2.7384e+6
1981-07-16 04:00:00 UTC,25,25.25,25,25,68000,0,1,0.37249066242996,0.37621556905426,0.37249066242996,0.37249066242996,3.808e+6
1981-07-17 04:00:00 UTC,25.87,26,25.87,25.87,88500,0,1,0.38545333748253,0.38739028892716,0.38545333748253,0.38545333748253,4.956e+6
1981-07-20 04:00:00 UTC,24.25,24.25,24.12,24.12,105600,0,1,0.36131594255707,0.36131594255707,0.35937899111243,0.35937899111243,5.9136e+6
1981-07-21 04:00:00 UTC,24.12,24.12,24,24,142600,0,1,0.35937899111243,0.35937899111243,0.35759103593277,0.35759103593277,7.9856e+6
1981-07-22 04:00:00 UTC,22.87,22.87,22.63,22.63,101200,0,1,0.34075445799093,0.34075445799093,0.3371785476316,0.3371785476316,5.6672e+6
1981-07-23 04:00:00 UTC,23.25,23.37,23.25,23.25,153800,0,1,0.34641631605987,0.34820427123953,0.34641631605987,0.34641631605987,8.6128e+6
1981-07-24 04:00:00 UTC,24,24.12,24,24,128800,0,1,0.35759103593277,0.35937899111243,0.35759103593277,0.35759103593277,7.2128e+6
1981-07-27 04:00:00 UTC,25,25.12,25,25,77400,0,1,0.37249066242996,0.37427861760963,0.37249066242996,0.37249066242996,4.3344e+6
1981-07-28 04:00:00 UTC,24.25,24.25,24.12,24.12,102000,0,1,0.36131594255707,0.36131594255707,0.35937899111243,0.35937899111243,5.712e+6
1981-07-29 04:00:00 UTC,23.88,23.88,23.75,23.75,69200,0,1,0.3558030807531,0.3558030807531,0.35386612930847,0.35386612930847,3.8752e+6
1981-07-30 04:00:00 UTC,24.62,24.88,24.62,24.62,44200,0,1,0.36682880436103,0.3707027072503,0.36682880436103,0.36682880436103,2.4752e+6
1981-07-31 04:00:00 UTC,25,25.12,25,25,48900,0,1,0.37249066242996,0.37427861760963,0.37249066242996,0.37249066242996,2.7384e+6
1981-08-03 04:00:00 UTC,25,25,24.75,24.75,55500,0,1,0.37249066242996,0.37249066242996,0.36876575580567,0.36876575580567,3.108e+6
1981-08-04 04:00:00 UTC,25.12,25.25,25.12,25.12,141400,0,1,0.37427861760963,0.37621556905426,0.37427861760963,0.37427861760963,7.9184e+6
1981-08-05 04:00:00 UTC,25.87,26,25.87,25.87,78100,0,1,0.38545333748253,0.38739028892716,0.38545333748253,0.38545333748253,4.3736e+6
1981-08-06 04:00:00 UTC,25.37,25.37,25.25,25.25,47000,0,1,0.37800352423393,0.37800352423393,0.37621556905426,0.37621556905426,2.632e+6
1981-08-07 04:00:00 UTC,25.25,25.37,25.25,25.25,41100,0,1,0.37621556905426,0.37800352423393,0.37621556905426,0.37621556905426,2.3016e+6
1981-08-11 04:00:00 UTC,24.75,24.75,24.5,24.5,319000,0,1,0.36876575580567,0.36876575580567,0.36504084918137,0.36504084918137,1.7864e+7
1981-08-12 04:00:00 UTC,24.12,24.12,24,24,117300,0,1,0.35937899111243,0.35937899111243,0.35759103593277,0.35759103593277,6.5688e+6
1981-08-13 04:00:00 UTC,23.37,23.37,23.25,23.25,122700,0,1,0.34820427123953,0.34820427123953,0.34641631605987,0.34641631605987,6.8712e+6
1981-08-14 04:00:00 UTC,23.13,23.13,22.87,22.87,108000,0,1,0.3446283608802,0.3446283608802,0.34075445799093,0.34075445799093,6.048e+6
1981-08-17 04:00:00 UTC,22.37,22.37,22.13,22.13,84400,0,1,0.33330464474233,0.33330464474233,0.329728734383,0.329728734383,4.7264e+6
1981-08-18 04:00:00 UTC,21.87,21.87,21.62,21.62,75900,0,1,0.32585483149373,0.32585483149373,0.32212992486943,0.32212992486943,4.2504e+6
